x_m,r_m
-0.127,0.06299199999999999
-0.1251077762,0.0620898936
-0.1232362788,0.061212603
-0.1213854824,0.0603601282
-0.11955470119999999,0.0595317326
-0.1177434018,0.058726705
-0.11595107619999999,0.0579444104
-0.11417741959999998,0.0571842392
-0.11242192399999999,0.056445480199999995
-0.1106842084,0.055727574599999996
-0.10896384099999999,0.0550298366
-0.10726044079999998,0.054351732800000004
-0.1055736268,0.05369267899999999
-0.1039029672,0.0530521672
-0.10224813179999999,0.052429664
-0.1006087142,0.0518247122
-0.09898428259999999,0.051236803799999994
-0.097374583,0.050665583199999996
-0.0957791328,0.0501105424
-0.0941976272,0.0495713766
-0.092629736,0.0490476794
-0.091075002,0.04853909519999999
-0.0895331966,0.0480452938
-0.08800388799999999,0.0475659704
-0.0864867968,0.0471008202
-0.0849814912,0.046649513
-0.08348771719999999,0.046211845599999996
-0.08200511919999999,0.0457875132
-0.080533367,0.0453762872
-0.0790721558,0.044977939
-0.07762113,0.04459224
-0.0761799848,0.044218961599999995
-0.0747484408,0.0438579514
-0.073326117,0.04350895539999999
-0.07191278479999999,0.043171846599999994
-0.070508114,0.04284642179999999
-0.0691117998,0.0425325286
-0.0677235374,0.04223004
-0.0663430474,0.0419387528
-0.064970025,0.0416585908
-0.06360421620000001,0.041389350799999995
-0.0622452908,0.041130981999999996
-0.060893020199999995,0.0408833066
-0.0595470742,0.0406462738
-0.0582072242,0.040419756599999995
-0.05687314,0.040203628
-0.0555446184,0.0399978372
-0.0542213038,0.039802257199999996
-0.052902992999999995,0.039616862600000004
-0.051589432000000005,0.039441551799999995
-0.0502802906,0.039276274
-0.0489753402,0.0391209276
-0.0476743522,0.0389754872
-0.046377021799999994,0.038839902
-0.045083120399999996,0.038714095799999994
-0.0437923432,0.0385980686
-0.042504487,0.0384917696
-0.0412192724,0.0383951734
-0.0399364708,0.0383082546
-0.0386557774,0.0382309624
-0.037376989,0.0381633222
-0.036099826200000004,0.0381053086
-0.0348240604,0.038056896199999996
-0.033549437599999996,0.0380181104
-0.0322756784,0.037988951199999996
-0.031002554199999997,0.0379694186
-0.029729811000000002,0.037959538
-0.028457220199999998,0.037959334799999994
-0.027184477,0.037968809
-0.025911378199999998,0.037987985999999994
-0.0246376444,0.038016942
-0.023363046999999998,0.0380557024
-0.022087332,0.0381042926
-0.02081022,0.0381627888
-0.019531482399999998,0.0382312164
-0.0182508652,0.03830967699999999
-0.016968089000000002,0.0383982214
-0.0156828998,0.0384969258
-0.014395043599999999,0.0386058664
-0.0131042664,0.0387251448
-0.011810288799999999,0.0388548626
-0.0105128822,0.0389950706
-0.0092117418,0.0391459466
-0.0079066136,0.0393075668
-0.0065972436,0.039480058199999994
-0.005283327,0.039663573199999996
-0.0039646352,0.039858238799999994
-0.002640838,0.040064182
-0.0013116814,0.0402815806
2.2224999999999998e-05,0.04051046
0.0013612114,0.0407509726
0.0027063954,0.0410034232
0.004058056399999999,0.041268015
0.0054164992,0.0415449766
0.0067820032,0.041834511199999994
0.0081548732,0.042136847399999997
0.009535414,0.0424522392
0.0109239304,0.0427809406
0.012320752599999998,0.0431232056
0.013726134599999999,0.043479339
0.015140457399999998,0.0438496202
0.016563974999999998,0.044234379399999996
0.0179970684,0.0446339468
0.019440017,0.045048678
0.0208931764,0.045478954
0.022356876799999998,0.0459251558
0.0238314484,0.0463876644
0.0253172214,0.046866987799999996
0.026814551399999997,0.047363507
0.028323794,0.0478777808
0.0298452286,0.048410241
0.031379287,0.0489614972
0.032926274,0.0495321082
0.0344865706,0.050122658199999996
0.036060507,0.05073380759999999
0.037648438799999996,0.051366242199999995
0.039250721599999996,0.0520206732
0.040867711,0.0526978626
0.0424997626,0.053398623199999995
0.044147232,0.0541238186
0.0458103478,0.054874337800000006
0.047489490999999995,0.055651146000000005
0.049185068,0.056455335399999994
0.050897358200000006,0.057287998199999995
0.052626666399999994,0.05815030279999999
0.054373272,0.0590435192
0.0561374798,0.0599689682
0.057919493,0.060928122999999994
0.0597195148,0.0619224822
0.06153779919999999,0.0629537476
0.063374397,0.06402362099999999
0.0652294606,0.0651340582
0.0671030154,0.0662870404
0.0689949852,0.067484752
0.07090529379999999,0.06872955519999999
0.072833738,0.07002399
0.0747800384,0.07137072339999999
0.07674373779999999,0.0727727272
0.078724252,0.07423310019999999
0.0807208698,0.0757552206
0.082732626,0.07734274599999999
0.0847583522,0.0789995372
0.086796626,0.0807297852
0.0888457456,0.0825379858
0.0909037298,0.0844289396
0.0929680386,0.08640770119999999
0.0950359034,0.0884797062
