x_m,r_m
0.097103946,0.09065064419999999
0.0991684326,0.0929265604
0.1012248674,0.09531365239999999
0.1032683736,0.09781844799999999
0.1052933124,0.1004475512
0.10729356239999999,0.1032076676
0.10926239260000001,0.1061054266
0.111192564,0.109147483
0.1130764566,0.112340136
0.1149062726,0.11568943079999999
0.1166740618,0.11920090459999999
0.11837212799999998,0.12287958660000001
0.11999318140000001,0.126729871
0.12153069419999998,0.1307556694
0.12297905299999999,0.1349603346
0.12433396519999998,0.1393467876
0.1255923574,0.1439175176
0.1267527056,0.1486749376
0.1278150098,0.1536214352
0.1287807686,0.15875952499999998
0.1296528014,0.1640920518
0.1304350706,0.1696221906
0.13113235139999999,0.1753534466
0.131750054,0.181290214
0.1322932838,0.1874373442
0.1327661556,0.193800222
0.1331696092,0.20038486719999998
0.13349747239999998,0.207198214
0.1337243198,0.21424770459999998
0.13376277539999998,0.2215408066
0.13376277539999998,0.22907652939999998
0.13376277539999998,0.2368535014
0.13376277539999998,0.2449234116
0.13376277539999998,0.25394208799999995
0.13376277539999998,0.26178469359999995
0.1337557142,0.2629234518
0.1337488816,0.26406221
0.13374243,0.26520096819999994
0.1337367658,0.2663397264
0.1337324986,0.26747851
0.1337305428,0.2686172682
0.13373229539999998,0.2697560518
0.1337396106,0.27089481
0.1337549014,0.272033492
0.1337809872,0.2731719454
0.1338209922,0.2743100178
0.13387837079999998,0.2754473536
0.1339568314,0.276583394
0.1340603618,0.27771742779999997
0.1341933562,0.27884838819999996
0.1343603866,0.2799747766
0.1345661266,0.28109476419999996
0.13481479259999998,0.2822059888
0.1351101692,0.2833056818
0.1354553298,0.2843907952
0.1358526874,0.28545787459999994
0.13630389299999998,0.2865033132
0.1368099118,0.2875233264
0.1373707692,0.28851425659999996
0.137985627,0.28947259859999996
0.1386528088,0.290395279
0.1393699778,0.29127968159999995
0.14013423839999997,0.292123749
0.1409422886,0.2929259826
0.14179067399999998,0.29368541719999997
0.1426759402,0.29440157019999996
0.1435946582,0.29507426379999996
0.1445436784,0.2957035234
0.1455201052,0.296289349
0.1465213478,0.29683168979999996
0.1475450186,0.2973303934
0.1485888316,0.2977854598
0.1496505008,0.29819711759999995
0.1507278164,0.2985660018
0.1518185178,0.2988931538
0.1529204968,0.2991800976
0.1540317214,0.299428789
0.1551503628,0.2996418188
0.1562747192,0.2998222858
0.1574033428,0.2999738222
0.1585350398,0.3001004412
0.1596688704,0.300206283
0.1608041742,0.30029518299999997
0.16194044319999998,0.3003705448
0.1630773726,0.300435391
0.1642147084,0.30049249019999996
0.1653522982,0.3005445348
0.166490015,0.30059383619999996
0.16762775719999998,0.300642401
0.168765474,0.3006914992
0.16990313999999998,0.3007416896
0.17104078059999997,0.3007928706
0.1721783958,0.30084433099999996
0.17331603639999998,0.3008950802
0.1744537532,0.3009439498
0.175591597,0.30099007619999996
0.1767295678,0.30103315459999996
0.17786764019999998,0.3010734136
0.17900578879999998,0.301111285
0.1801439882,0.301147226
0.18128226379999998,0.3011813382
0.18242059019999998,0.3012135454
0.1835589674,0.3012436952
0.1846973954,0.3012717114
0.18583587419999997,0.3012976194
0.1869744038,0.3013214954
0.1881129842,0.3013433902
0.18925159,0.3013633038
0.1903902212,0.301381287
0.1915288778,0.3013973906
0.1926675852,0.3014116146
0.1938062926,0.301424086
0.1949450254,0.3014348556
0.1960837582,0.3014439234
0.1972225164,0.3014513148
0.1983612746,0.3014570298
0.1995000328,0.301461043
0.2006388164,0.30146332899999995
0.2017776,0.30146381159999996
0.2029130816,0.30146244
0.20404856319999998,0.30146244
0.2051840194,0.30146244
0.20631950099999996,0.30146244
0.2074549826,0.30146244
0.2085904642,0.30146244
0.20972594579999998,0.30146244
0.21086140199999998,0.30146244
0.21199688360000002,0.30146244
0.21313236519999998,0.30146244
0.21426784679999997,0.30146244
0.2154033284,0.30146244
0.21653881,0.30146244
0.2176742662,0.30146244
0.21880974779999998,0.30146244
0.2199452294,0.30146244
0.22108071099999999,0.30146244
0.22221619259999997,0.30146244
0.2233516488,0.30146244
0.22448713039999996,0.30146244
0.225622612,0.30146244
0.2267580936,0.30146244
0.22789357519999998,0.30146244
0.22902903139999997,0.30146244
0.23016451300000002,0.30146244
0.23129999459999998,0.30146244
0.23243547619999996,0.30146244
0.2335709578,0.30146244
0.234706414,0.30146244
0.2358418956,0.30146244
0.23697737719999998,0.30146244
0.23811285880000002,0.30146244
0.23924834039999998,0.30146244
0.24038382199999997,0.30146244
0.2415192782,0.30146244
0.2426547598,0.30146244
0.2437902414,0.30146244
0.24492572299999998,0.30146244
0.2460612046,0.30146244
0.24719666079999997,0.30146244
0.2483321424,0.30146244
0.249467624,0.30146244
0.2506031056,0.30146244
0.2517385872,0.30146244
0.2528740434,0.30146244
0.254009525,0.30146244
0.2551450066,0.30146244
0.2562804882,0.30146244
0.2574159698,0.30146244
0.258551426,0.30146244
0.25968690759999996,0.30146244
0.2608223892,0.30146244
0.2619578708,0.30146244
0.2630933524,0.30146244
0.264228834,0.30146244
0.26536429019999996,0.30146244
0.2664997718,0.30146244
0.2676352534,0.30146244
0.268770735,0.30146244
0.26990621659999997,0.30146244
0.2710416728,0.30146244
0.2721771544,0.30146244
0.273312636,0.30146244
0.2744481176,0.30146244
0.2755835992,0.30146244
0.27671905539999997,0.30146244
0.27785453699999996,0.30146244
0.2789900186,0.30146244
0.2801255002,0.30146244
0.2812609818,0.30146244
0.28239643799999997,0.30146244
0.2835319196,0.30146244
0.2846674012,0.30146244
0.2858028828,0.30146244
0.28693836440000003,0.30146244
0.288073846,0.30146244
0.2892093022,0.30146244
0.2903447838,0.30146244
0.2914802654,0.30146244
0.292615747,0.30146244
0.29375122859999997,0.30146244
0.29488668479999997,0.30146244
0.29602216639999995,0.30146244
0.297157648,0.30146244
