x_m,r_m
0.14859888999999998,0.311846722
0.1505247942,0.3119939912
0.1524531622,0.312104278
0.1543830796,0.3121833482
0.1563137336,0.3122419206
0.158244794,0.31228444019999996
0.1601761846,0.3123096878
0.1621076768,0.3123226164
0.16403916899999998,0.3123360276
0.1659706358,0.312356246
0.1679020518,0.3123766168
0.1698335186,0.3123955398
0.1717649854,0.3124130912
0.17369647759999998,0.312429525
0.17562794439999999,0.3124446888
0.17755946199999997,0.31245881119999996
0.1794909542,0.3124715366
0.1814224718,0.3124833984
0.1833539894,0.312494168
0.18528550700000002,0.31250354059999996
0.18721705,0.31251222739999995
0.18914856759999998,0.3125198474
0.1910801106,0.312526299
0.1930116536,0.3125319124
0.19494319659999998,0.3125366368
0.1968747396,0.3125403452
0.1988062826,0.31254336779999997
0.200737851,0.3125452982
0.202669394,0.3125465682
0.20460093699999998,0.3125468476
0.2065292034,0.3125468476
0.2084574444,0.3125468476
0.2103857108,0.3125468476
0.21231397719999998,0.3125468476
0.21424224360000002,0.3125468476
0.21617048460000002,0.3125468476
0.218098751,0.3125468476
0.22002701739999997,0.3125468476
0.22195528380000001,0.3125468476
0.22388352479999998,0.3125468476
0.2258117912,0.3125468476
0.2277400576,0.3125468476
0.2296682986,0.3125468476
0.23159656499999998,0.3125468476
0.23352483140000002,0.3125468476
0.23545309779999998,0.3125468476
0.2373813388,0.3125468476
0.2393096052,0.3125468476
0.24123787159999996,0.3125468476
0.243166138,0.3125468476
0.245094379,0.3125468476
0.2470226454,0.3125468476
0.24895091179999998,0.3125468476
0.2508791782,0.3125468476
0.2528074192,0.3125468476
0.2547356856,0.3125468476
0.256663952,0.3125468476
0.25859219299999997,0.3125468476
0.26052045939999996,0.3125468476
0.2624487258,0.3125468476
0.2643769922,0.3125468476
0.2663052332,0.3125468476
0.2682334996,0.3125468476
0.270161766,0.3125468476
0.2720900324,0.3125468476
0.2740182734,0.3125468476
0.2759465398,0.3125468476
0.2778748062,0.3125468476
0.2798030472,0.3125468476
0.2817313136,0.3125468476
0.28365957999999997,0.3125468476
0.28558784639999996,0.3125468476
0.28751608739999995,0.3125468476
0.2894443538,0.3125468476
0.2913726202,0.3125468476
0.2933008866,0.3125468476
0.2952291276,0.3125468476
0.29715739399999996,0.3125468476
