x_m,r_m
-0.127,0.128905
-0.1254387128,0.128323467
-0.12388044819999998,0.12775498959999998
-0.1223252824,0.12719961859999998
-0.120773698,0.1266554998
-0.11922615219999999,0.1261209568
-0.11768282279999999,0.1255953292
-0.11614381139999999,0.1250779566
-0.1146092704,0.1245683056
-0.1130791998,0.1240658682
-0.1115536758,0.123570492
-0.110032673,0.1230817452
-0.108516166,0.1225995262
-0.10700415479999999,0.12212380959999998
-0.1054965886,0.12165434139999999
-0.10399339120000001,0.12119112159999999
-0.10249451180000001,0.12073420099999999
-0.1009998488,0.1202836558
-0.09950942759999999,0.1198391304
-0.09802317199999999,0.11940059939999999
-0.09654075179999999,0.1189691296
-0.09506188759999999,0.11854533059999998
-0.09358744299999999,0.11812602739999999
-0.0921183324,0.11770766399999999
-0.09065308259999999,0.117295422
-0.0891892044,0.1168978866
-0.0877271804,0.11651302579999999
-0.0862692458,0.1161321274
-0.08481590859999999,0.11575318479999999
-0.0833660258,0.11538041439999999
-0.0819188862,0.11501605139999999
-0.0804746676,0.11465923219999999
-0.0790335224,0.1143092456
-0.0775952474,0.11396647260000001
-0.0761597156,0.11363114179999999
-0.0747268762,0.11330332939999999
-0.0732966276,0.11298298459999999
-0.0718688936,0.11267018359999999
-0.0704436234,0.1123650788
-0.06902071539999999,0.112067721
-0.0676000426,0.11177811019999999
-0.0661815796,0.111496348
-0.0647652248,0.1112225106
-0.06335092739999999,0.11095664879999999
-0.061938560399999995,0.11069883879999999
-0.060528098399999994,0.1104491314
-0.0591194398,0.11020755199999999
-0.05771253379999999,0.10997422759999999
-0.05630725339999999,0.1097491582
-0.05490357319999999,0.10953241999999999
-0.053501391599999996,0.10932408919999999
-0.0521006832,0.1091241912
-0.050701321,0.1089327514
-0.0493032542,0.108749846
-0.0479064574,0.1085755512
-0.0465108036,0.1084098924
-0.04511626739999999,0.10825289499999999
-0.043722747199999995,0.1081046098
-0.0423301922,0.10796508760000001
-0.040938577,0.10783430299999999
-0.0395477746,0.107712383
-0.0381577596,0.10759925139999998
-0.036768455799999995,0.1074950098
-0.035379837799999994,0.1073996582
-0.0339917786,0.10731319660000001
-0.032604278199999996,0.1072356758
-0.0312172604,0.1071670704
-0.029830648999999997,0.10710743119999999
-0.0284443932,0.1070567328
-0.0270584422,0.1070150006
-0.025672745199999996,0.10698223459999999
-0.024287226,0.1069584348
-0.022901808399999998,0.1069436012
-0.0215164924,0.1069377084
-0.020131151,0.1069408072
-0.018745784199999997,0.10695282139999998
-0.0173602904,0.1069737764
-0.0159746696,0.107003723
-0.014588743999999999,0.10704255959999999
-0.0132025136,0.10709036239999999
-0.011815953,0.1071470806
-0.010429011399999999,0.10721271419999999
-0.0090415872,0.10728728859999999
-0.007653655,0.1073708038
-0.006265138599999999,0.10746320899999999
-0.0048760126,0.1075645804
-0.0034861754000000003,0.1076748926
-0.0020955762,0.10779419639999999
-0.0007041895999999999,0.10792249179999999
0.0008009381999999999,0.10807133579999999
0.0024200612,0.1082430906
0.0040405558,0.10842716440000001
0.005662472799999999,0.1086235826
0.0072859138,0.10883244679999998
0.008910955,0.10905385860000001
0.010537698,0.109287945
0.0121661936,0.1095348076
0.013796543399999998,0.10979459879999999
0.0154288236,0.1100675472
0.0170631104,0.1103537544
0.0186994292,0.11065347440000001
0.020337907,0.110966885
0.0219785438,0.1112943164
0.0236214412,0.11163594639999999
0.025266599199999996,0.11199213059999999
0.026914093999999996,0.11236317379999998
0.028563951,0.11274938079999998
0.0302161956,0.1131511834
0.0318708532,0.1135689118
0.0335278984,0.1140030486
0.0351873566,0.11445402560000001
0.036849202399999996,0.1149223254
0.038513410399999996,0.1154084814
0.0401799298,0.1159130016
0.041848684399999996,0.1164365464
0.043519598,0.1169796746
0.0451925944,0.11754307199999998
0.0468675212,0.1181274244
0.0485442768,0.1187334684
0.050222658,0.11936204219999999
0.051902461600000005,0.12001390779999999
0.0535834844,0.1206899288
0.055265396200000004,0.1213910196
0.0569479684,0.12211817079999998
0.058630794599999994,0.12287239839999999
0.06031351919999999,0.123654693
0.0619957104,0.124466223
0.0636768348,0.12530808059999998
0.06535635899999999,0.12618145960000002
0.0670336734,0.1270876046
0.06870809219999999,0.12802786179999998
0.0703788534,0.1290034758
0.0720451442,0.130015869
0.07370602479999999,0.1310664384
0.0753605554,0.1321566318
0.0770075676,0.1332878462
0.07864594379999999,0.1344616564
0.08027436319999999,0.1356794594
0.0818914796,0.1369428554
0.0834958198,0.1382532668
0.08508575819999999,0.139612243
0.0866596692,0.141021181
0.08821580019999999,0.1424815286
0.0897522462,0.1439945812
0.0912670768,0.145561685
0.0927582854,0.1471840592
0.0942237638,0.148862796
0.09566145459999999,0.1505989368
0.0970691734,0.152393396
0.09844468499999999,0.1542469102
0.0997858558,0.1561601144
0.1010905776,0.1581335928
0.10235664059999999,0.1601676248
0.1035821144,0.1622625406
0.10476499239999999,0.1644182894
0.1059034966,0.1666348966
0.1069958998,0.1689121336
0.1080407542,0.1712496194
0.10903673900000001,0.1736470238
0.1099828382,0.1761037372
0.1108782644,0.17861915
0.11172250959999999,0.1811924748
0.1125154214,0.1838230512
0.11325722839999999,0.18651006639999998
0.1139484386,0.1892526314
0.11459019499999999,0.1920500604
0.1151838692,0.1949014644
0.11573154399999999,0.1978061576
0.11623578479999999,0.20076350499999998
0.1166998428,0.2037728462
0.1171277058,0.20683369859999998
0.1175244284,0.2099455542
0.117895243,0.21310815899999996
0.1182492428,0.21632100499999998
0.11858701199999999,0.219584524
0.1189438566,0.2228961252
0.1190115476,0.223618806
0.11917674919999999,0.2255432624
0.119233315,0.22626398739999998
0.11931281699999999,0.22746997939999997
0.1194227482,0.2293983982
0.119517668,0.2313276044
0.11960133559999998,0.233257344
0.1196737002,0.23518754079999998
0.1197374796,0.237118017
0.11979490899999999,0.2390487218
0.11984428659999999,0.24097962979999998
0.11988624739999999,0.242910741
0.11992089299999999,0.24484197919999998
0.11994835039999999,0.24677331899999996
0.11996961020000001,0.24870476039999997
0.1199853836,0.2506362272
0.11999625480000001,0.2525677448
0.1200021984,0.25449928780000003
0.12000433199999998,0.25643083079999995
0.12000384939999999,0.2583623992
0.12000174120000001,0.26029394219999996
0.11999838839999999,0.2622254852
0.1199934354,0.26415702820000003
0.11998998099999998,0.26608857119999996
0.1199893206,0.2680201142
0.11999320679999999,0.26995165720000003
0.12000547499999999,0.2718831748
0.1200267094,0.2738145908
0.12005182999999998,0.27574598139999995
0.12007390259999999,0.27767739739999997
0.12009153019999999,0.2796088642
0.12011433939999999,0.2815402802
0.12015734159999998,0.2834713406
0.1202345576,0.2854013088
0.12035731579999999,0.28732888939999995
0.1205323218,0.2892524314
0.120761379,0.2911702838
0.12105345359999999,0.2930795002
0.12142980539999998,0.29497380679999996
0.1219222098,0.29684111319999995
0.1225638392,0.2986622932
0.1233777822,0.3004130644
0.124371227,0.3020684332
0.1255399572,0.30360503159999996
0.1268747018,0.3049997456
0.1283601954,0.306232687
0.1299732478,0.3072935434
0.1316852078,0.30818650579999995
0.133466713,0.30893166559999996
0.13529538600000002,0.3095526956
0.1371569012,0.3100671726
0.1390415304,0.31048967619999995
0.1409403582,0.31084326959999997
0.1428471362,0.3111514224
0.1447593244,0.3114240406
0.1466766688,0.311657492
