Blade Outlet Mach,Nozzle Inlet Angle
0,-63.52221807
0.028503859,-63.51465646
0.088996764,-63.51969754
0.156186209,-63.53640777
0.217849141,-63.51932412
0.269380134,-63.52361837
0.340029873,-63.49617252
0.400497884,-63.51232263
0.477794374,-63.518764
0.557356236,-63.51428305
0.603161563,-63.57365571
0.651207369,-63.63321509
0.698033358,-63.73711725
0.750460543,-63.84148618
0.810704506,-63.95761763
0.860916107,-64.05069081
0.900049788,-64.08728529
0.941423948,-64.12406647
0.98849888,-64.11687827
