# x,rtheta,r
218.072000,-0.394600,10.082000
218.071280,-0.396783,10.082000
218.071215,-0.399116,10.082000
218.071659,-0.401413,10.082000
218.072531,-0.403511,10.082000
218.073866,-0.405297,10.082000
218.075706,-0.406663,10.082000
218.077947,-0.407520,10.082000
218.080349,-0.407799,10.082000
218.082682,-0.407444,10.082000
218.084818,-0.406533,10.082000
218.086678,-0.405199,10.082000
218.088401,-0.403718,10.082000
218.090133,-0.402236,10.082000
218.091873,-0.400754,10.082000
218.093618,-0.399271,10.082000
218.095366,-0.397787,10.082000
218.097115,-0.396303,10.082000
218.098864,-0.394818,10.082000
218.100610,-0.393333,10.082000
218.102352,-0.391846,10.082000
218.104087,-0.390359,10.082000
218.105816,-0.388871,10.082000
218.107538,-0.387383,10.082000
218.109255,-0.385893,10.082000
218.110968,-0.384403,10.082000
218.112676,-0.382913,10.082000
218.114381,-0.381422,10.082000
218.116084,-0.379930,10.082000
218.117785,-0.378438,10.082000
218.119485,-0.376946,10.082000
218.121185,-0.375454,10.082000
218.122885,-0.373961,10.082000
218.124586,-0.372468,10.082000
218.126290,-0.370976,10.082000
218.127995,-0.369483,10.082000
218.129704,-0.367990,10.082000
218.131416,-0.366498,10.082000
218.133130,-0.365005,10.082000
218.134847,-0.363513,10.082000
218.136566,-0.362020,10.082000
218.138288,-0.360528,10.082000
218.140011,-0.359035,10.082000
218.141736,-0.357543,10.082000
218.143462,-0.356050,10.082000
218.145190,-0.354558,10.082000
218.146918,-0.353066,10.082000
218.148648,-0.351573,10.082000
218.150379,-0.350081,10.082000
218.152110,-0.348589,10.082000
218.153841,-0.347097,10.082000
218.155573,-0.345604,10.082000
218.157304,-0.344112,10.082000
218.159035,-0.342620,10.082000
218.160766,-0.341128,10.082000
218.162497,-0.339635,10.082000
218.164227,-0.338143,10.082000
218.165956,-0.336651,10.082000
218.167685,-0.335159,10.082000
218.169414,-0.333666,10.082000
218.171142,-0.332174,10.082000
218.172871,-0.330682,10.082000
218.174599,-0.329189,10.082000
218.176327,-0.327697,10.082000
218.178055,-0.326204,10.082000
218.179783,-0.324712,10.082000
218.181511,-0.323219,10.082000
218.183239,-0.321726,10.082000
218.184967,-0.320233,10.082000
218.186696,-0.318740,10.082000
218.188424,-0.317247,10.082000
218.190153,-0.315754,10.082000
218.191883,-0.314260,10.082000
218.193613,-0.312767,10.082000
218.195343,-0.311273,10.082000
218.197074,-0.309779,10.082000
218.198805,-0.308285,10.082000
218.200537,-0.306791,10.082000
218.202270,-0.305297,10.082000
218.204003,-0.303802,10.082000
218.205737,-0.302308,10.082000
218.207471,-0.300813,10.082000
218.209206,-0.299318,10.082000
218.210942,-0.297822,10.082000
218.212678,-0.296327,10.082000
218.214414,-0.294831,10.082000
218.216150,-0.293336,10.082000
218.217886,-0.291840,10.082000
218.219623,-0.290343,10.082000
218.221360,-0.288847,10.082000
218.223096,-0.287350,10.082000
218.224833,-0.285854,10.082000
218.226569,-0.284357,10.082000
218.228306,-0.282860,10.082000
218.230042,-0.281362,10.082000
218.231778,-0.279865,10.082000
218.233513,-0.278367,10.082000
218.235248,-0.276869,10.082000
218.236983,-0.275371,10.082000
218.238717,-0.273873,10.082000
218.240450,-0.272375,10.082000
218.242183,-0.270876,10.082000
218.243915,-0.269377,10.082000
218.245646,-0.267878,10.082000
218.247376,-0.266379,10.082000
218.249106,-0.264880,10.082000
218.250834,-0.263380,10.082000
218.252562,-0.261880,10.082000
218.254288,-0.260380,10.082000
218.256014,-0.258880,10.082000
218.257738,-0.257380,10.082000
218.259462,-0.255879,10.082000
218.261185,-0.254378,10.082000
218.262907,-0.252878,10.082000
218.264628,-0.251376,10.082000
218.266348,-0.249875,10.082000
218.268068,-0.248373,10.082000
218.269787,-0.246871,10.082000
218.271506,-0.245369,10.082000
218.273223,-0.243867,10.082000
218.274940,-0.242364,10.082000
218.276657,-0.240861,10.082000
218.278373,-0.239358,10.082000
218.280088,-0.237855,10.082000
218.281804,-0.236351,10.082000
218.283518,-0.234847,10.082000
218.285232,-0.233343,10.082000
218.286946,-0.231838,10.082000
218.288660,-0.230334,10.082000
218.290373,-0.228829,10.082000
218.292086,-0.227323,10.082000
218.293798,-0.225818,10.082000
218.295511,-0.224312,10.082000
218.297223,-0.222806,10.082000
218.298935,-0.221299,10.082000
218.300647,-0.219792,10.082000
218.302359,-0.218285,10.082000
218.304071,-0.216778,10.082000
218.305783,-0.215270,10.082000
218.307494,-0.213762,10.082000
218.309206,-0.212253,10.082000
218.310917,-0.210745,10.082000
218.312629,-0.209236,10.082000
218.314340,-0.207727,10.082000
218.316051,-0.206217,10.082000
218.317762,-0.204708,10.082000
218.319473,-0.203198,10.082000
218.321184,-0.201687,10.082000
218.322895,-0.200177,10.082000
218.324606,-0.198666,10.082000
218.326317,-0.197155,10.082000
218.328027,-0.195644,10.082000
218.329738,-0.194133,10.082000
218.331448,-0.192621,10.082000
218.333158,-0.191109,10.082000
218.334868,-0.189597,10.082000
218.336579,-0.188085,10.082000
218.338289,-0.186573,10.082000
218.339999,-0.185060,10.082000
218.341708,-0.183547,10.082000
218.343418,-0.182034,10.082000
218.345128,-0.180521,10.082000
218.346837,-0.179008,10.082000
218.348547,-0.177494,10.082000
218.350256,-0.175981,10.082000
218.351966,-0.174467,10.082000
218.353675,-0.172953,10.082000
218.355384,-0.171439,10.082000
218.357093,-0.169924,10.082000
218.358802,-0.168410,10.082000
218.360511,-0.166895,10.082000
218.362220,-0.165380,10.082000
218.363928,-0.163864,10.082000
218.365637,-0.162348,10.082000
218.367346,-0.160832,10.082000
218.369054,-0.159316,10.082000
218.370762,-0.157799,10.082000
218.372471,-0.156282,10.082000
218.374179,-0.154765,10.082000
218.375887,-0.153247,10.082000
218.377595,-0.151729,10.082000
218.379303,-0.150210,10.082000
218.381011,-0.148691,10.082000
