# x,rtheta,r
234.713000,0.351500,10.762000
234.711614,0.352860,10.762000
234.709788,0.353888,10.762000
234.707832,0.354492,10.762000
234.705973,0.354611,10.762000
234.704240,0.354262,10.762000
234.702633,0.353474,10.762000
234.701202,0.352293,10.762000
234.700073,0.350793,10.762000
234.699372,0.349049,10.762000
234.699136,0.347171,10.762000
234.699310,0.345295,10.762000
234.699771,0.343511,10.762000
234.700275,0.341737,10.762000
234.700801,0.339964,10.762000
234.701345,0.338192,10.762000
234.701904,0.336421,10.762000
234.702476,0.334651,10.762000
234.703055,0.332882,10.762000
234.703640,0.331113,10.762000
234.704227,0.329346,10.762000
234.704812,0.327580,10.762000
234.705392,0.325814,10.762000
234.705968,0.324050,10.762000
234.706540,0.322286,10.762000
234.707108,0.320523,10.762000
234.707674,0.318761,10.762000
234.708239,0.317001,10.762000
234.708803,0.315241,10.762000
234.709367,0.313482,10.762000
234.709933,0.311724,10.762000
234.710500,0.309967,10.762000
234.711070,0.308212,10.762000
234.711643,0.306457,10.762000
234.712221,0.304703,10.762000
234.712804,0.302950,10.762000
234.713393,0.301199,10.762000
234.713989,0.299448,10.762000
234.714591,0.297699,10.762000
234.715200,0.295950,10.762000
234.715815,0.294203,10.762000
234.716436,0.292457,10.762000
234.717064,0.290712,10.762000
234.717696,0.288968,10.762000
234.718335,0.287225,10.762000
234.718979,0.285484,10.762000
234.719628,0.283744,10.762000
234.720282,0.282005,10.762000
234.720941,0.280267,10.762000
234.721604,0.278531,10.762000
234.722272,0.276796,10.762000
234.722944,0.275062,10.762000
234.723620,0.273329,10.762000
234.724300,0.271598,10.762000
234.724984,0.269869,10.762000
234.725672,0.268141,10.762000
234.726362,0.266414,10.762000
234.727056,0.264689,10.762000
234.727754,0.262965,10.762000
234.728454,0.261242,10.762000
234.729158,0.259521,10.762000
234.729865,0.257802,10.762000
234.730575,0.256084,10.762000
234.731289,0.254367,10.762000
234.732006,0.252652,10.762000
234.732726,0.250938,10.762000
234.733449,0.249226,10.762000
234.734176,0.247515,10.762000
234.734906,0.245806,10.762000
234.735640,0.244098,10.762000
234.736377,0.242391,10.762000
234.737117,0.240686,10.762000
234.737861,0.238983,10.762000
234.738607,0.237281,10.762000
234.739358,0.235580,10.762000
234.740112,0.233881,10.762000
234.740869,0.232183,10.762000
234.741629,0.230487,10.762000
234.742393,0.228792,10.762000
234.743161,0.227099,10.762000
234.743932,0.225407,10.762000
234.744706,0.223717,10.762000
234.745484,0.222028,10.762000
234.746265,0.220341,10.762000
234.747050,0.218655,10.762000
234.747838,0.216970,10.762000
234.748629,0.215287,10.762000
234.749424,0.213606,10.762000
234.750222,0.211926,10.762000
234.751024,0.210248,10.762000
234.751829,0.208571,10.762000
234.752637,0.206896,10.762000
234.753449,0.205223,10.762000
234.754263,0.203551,10.762000
234.755081,0.201880,10.762000
234.755903,0.200212,10.762000
234.756727,0.198545,10.762000
234.757555,0.196879,10.762000
234.758386,0.195215,10.762000
234.759221,0.193553,10.762000
234.760058,0.191893,10.762000
234.760899,0.190234,10.762000
234.761743,0.188577,10.762000
234.762590,0.186922,10.762000
234.763440,0.185268,10.762000
234.764293,0.183616,10.762000
234.765149,0.181966,10.762000
234.766009,0.180318,10.762000
234.766872,0.178671,10.762000
234.767737,0.177026,10.762000
234.768606,0.175383,10.762000
234.769478,0.173742,10.762000
234.770352,0.172103,10.762000
234.771230,0.170465,10.762000
234.772111,0.168829,10.762000
234.772995,0.167195,10.762000
234.773882,0.165563,10.762000
234.774773,0.163933,10.762000
234.775666,0.162304,10.762000
234.776563,0.160677,10.762000
234.777463,0.159052,10.762000
234.778366,0.157429,10.762000
234.779272,0.155808,10.762000
234.780181,0.154188,10.762000
234.781094,0.152570,10.762000
234.782010,0.150954,10.762000
234.782929,0.149340,10.762000
234.783851,0.147728,10.762000
234.784777,0.146118,10.762000
234.785706,0.144509,10.762000
234.786638,0.142902,10.762000
234.787574,0.141297,10.762000
234.788513,0.139694,10.762000
234.789455,0.138092,10.762000
234.790401,0.136493,10.762000
234.791350,0.134895,10.762000
234.792302,0.133299,10.762000
234.793258,0.131705,10.762000
234.794217,0.130112,10.762000
234.795180,0.128522,10.762000
234.796146,0.126933,10.762000
234.797115,0.125346,10.762000
234.798088,0.123761,10.762000
234.799064,0.122178,10.762000
234.800044,0.120597,10.762000
234.801027,0.119018,10.762000
234.802013,0.117440,10.762000
234.803002,0.115864,10.762000
234.803995,0.114291,10.762000
234.804990,0.112719,10.762000
234.805989,0.111149,10.762000
234.806991,0.109581,10.762000
234.807995,0.108014,10.762000
234.809003,0.106450,10.762000
234.810013,0.104888,10.762000
234.811027,0.103328,10.762000
234.812043,0.101769,10.762000
234.813062,0.100213,10.762000
234.814084,0.098658,10.762000
234.815109,0.097106,10.762000
234.816136,0.095556,10.762000
234.817166,0.094007,10.762000
234.818199,0.092461,10.762000
234.819234,0.090916,10.762000
234.820272,0.089374,10.762000
234.821312,0.087833,10.762000
234.822355,0.086295,10.762000
234.823400,0.084759,10.762000
234.824448,0.083225,10.762000
234.825498,0.081692,10.762000
234.826550,0.080162,10.762000
234.827605,0.078634,10.762000
234.828662,0.077109,10.762000
234.829721,0.075585,10.762000
234.830783,0.074063,10.762000
234.831848,0.072544,10.762000
234.832915,0.071026,10.762000
234.833984,0.069511,10.762000
234.835057,0.067998,10.762000
234.836132,0.066487,10.762000
234.837209,0.064979,10.762000
234.838290,0.063472,10.762000
234.839373,0.061968,10.762000
234.840459,0.060466,10.762000
234.841548,0.058966,10.762000
234.842640,0.057469,10.762000
234.843735,0.055973,10.762000
234.844833,0.054481,10.762000
234.845934,0.052990,10.762000
234.847038,0.051502,10.762000
234.848145,0.050016,10.762000
