# x,r,theta
187.752470,15.993926,0.000000
187.790499,15.957506,0.000000
187.828514,15.921070,0.000000
187.866514,15.884619,0.000000
187.904499,15.848154,0.000000
187.942470,15.811674,0.000000
187.980428,15.775180,0.000000
188.018371,15.738673,0.000000
188.056300,15.702150,0.000000
188.094216,15.665614,0.000000
188.132120,15.629066,0.000000
188.170015,15.592508,0.000000
188.207900,15.555941,0.000000
188.245778,15.519363,0.000000
188.283646,15.482775,0.000000
188.321505,15.446177,0.000000
188.359354,15.409569,0.000000
188.397194,15.372953,0.000000
188.435027,15.336331,0.000000
188.472855,15.299704,0.000000
188.510677,15.263070,0.000000
188.548490,15.226428,0.000000
188.586299,15.189781,0.000000
188.624104,15.153129,0.000000
188.661907,15.116476,0.000000
188.699706,15.079818,0.000000
188.737502,15.043156,0.000000
188.775293,15.006489,0.000000
188.813080,14.969820,0.000000
188.850866,14.933149,0.000000
188.888652,14.896479,0.000000
188.926441,14.859810,0.000000
188.964232,14.823143,0.000000
189.002023,14.786477,0.000000
189.039814,14.749810,0.000000
189.077607,14.713146,0.000000
189.115401,14.676484,0.000000
189.153198,14.639825,0.000000
189.190999,14.603171,0.000000
189.228805,14.566521,0.000000
189.266617,14.529877,0.000000
189.304435,14.493238,0.000000
189.342258,14.456604,0.000000
189.380085,14.419976,0.000000
189.417917,14.383353,0.000000
189.455757,14.346738,0.000000
189.493607,14.310133,0.000000
189.531467,14.273537,0.000000
189.569334,14.236949,0.000000
189.607208,14.200370,0.000000
189.645092,14.163800,0.000000
189.682989,14.127243,0.000000
189.720897,14.090698,0.000000
189.758817,14.054165,0.000000
189.796749,14.017645,0.000000
189.834693,13.981138,0.000000
189.872652,13.944644,0.000000
189.910625,13.908163,0.000000
189.948610,13.871698,0.000000
189.986610,13.835248,0.000000
190.024626,13.798816,0.000000
190.062661,13.762404,0.000000
190.100714,13.726011,0.000000
190.138786,13.689637,0.000000
190.176875,13.653281,0.000000
190.214984,13.616945,0.000000
190.253114,13.580630,0.000000
190.291264,13.544337,0.000000
190.329437,13.508068,0.000000
190.367633,13.471824,0.000000
190.405852,13.435606,0.000000
190.444097,13.399414,0.000000
190.482367,13.363247,0.000000
190.520660,13.327106,0.000000
190.558979,13.290992,0.000000
190.597324,13.254907,0.000000
190.635698,13.218852,0.000000
190.674100,13.182828,0.000000
190.712533,13.146835,0.000000
190.750996,13.110874,0.000000
190.789490,13.074945,0.000000
190.828016,13.039050,0.000000
190.866574,13.003190,0.000000
190.905162,12.967363,0.000000
190.943781,12.931571,0.000000
190.982434,12.895815,0.000000
191.021121,12.860096,0.000000
191.059844,12.824416,0.000000
191.098605,12.788776,0.000000
191.137403,12.753177,0.000000
191.176239,12.717620,0.000000
191.215112,12.682103,0.000000
191.254022,12.646627,0.000000
191.292971,12.611193,0.000000
191.331958,12.575804,0.000000
191.370986,12.540458,0.000000
191.410057,12.505159,0.000000
191.449171,12.469907,0.000000
191.488328,12.434701,0.000000
191.527528,12.399545,0.000000
191.566772,12.364438,0.000000
191.606060,12.329382,0.000000
191.645394,12.294378,0.000000
191.684773,12.259424,0.000000
191.724199,12.224520,0.000000
191.763672,12.189669,0.000000
191.803194,12.154873,0.000000
191.842763,12.120133,0.000000
191.882380,12.085449,0.000000
191.922046,12.050821,0.000000
191.961762,12.016250,0.000000
192.001530,11.981738,0.000000
192.041351,11.947286,0.000000
192.081222,11.912894,0.000000
192.121145,11.878564,0.000000
192.161123,11.844298,0.000000
192.201157,11.810096,0.000000
