# x,rtheta,r
203.048000,0.012900,6.760000
203.044662,0.012067,6.760000
203.041543,0.010719,6.760000
203.038711,0.008904,6.760000
203.036231,0.006669,6.760000
203.034170,0.004062,6.760000
203.032566,0.001152,6.760000
203.031438,-0.001981,6.760000
203.030804,-0.005253,6.760000
203.030684,-0.008585,6.760000
203.031083,-0.011894,6.760000
203.031987,-0.015101,6.760000
203.033376,-0.018125,6.760000
203.035233,-0.020886,6.760000
203.037534,-0.023308,6.760000
203.040222,-0.025333,6.760000
203.043231,-0.026912,6.760000
203.046494,-0.027994,6.760000
203.049760,-0.028617,6.760000
203.052931,-0.029183,6.760000
203.056123,-0.029746,6.760000
203.059332,-0.030306,6.760000
203.062556,-0.030863,6.760000
203.065790,-0.031418,6.760000
203.069032,-0.031970,6.760000
203.072279,-0.032520,6.760000
203.075527,-0.033068,6.760000
203.078774,-0.033613,6.760000
203.082017,-0.034156,6.760000
203.085255,-0.034697,6.760000
203.088490,-0.035236,6.760000
203.091721,-0.035772,6.760000
203.094949,-0.036305,6.760000
203.098176,-0.036835,6.760000
203.101400,-0.037362,6.760000
203.104623,-0.037885,6.760000
203.107845,-0.038405,6.760000
203.111066,-0.038921,6.760000
203.114287,-0.039433,6.760000
203.117509,-0.039941,6.760000
203.120732,-0.040445,6.760000
203.123956,-0.040944,6.760000
203.127182,-0.041438,6.760000
203.130410,-0.041928,6.760000
203.133639,-0.042413,6.760000
203.136871,-0.042894,6.760000
203.140104,-0.043370,6.760000
203.143339,-0.043842,6.760000
203.146575,-0.044310,6.760000
203.149813,-0.044773,6.760000
203.153053,-0.045233,6.760000
203.156294,-0.045688,6.760000
203.159537,-0.046140,6.760000
203.162781,-0.046588,6.760000
203.166026,-0.047032,6.760000
203.169273,-0.047473,6.760000
203.172521,-0.047910,6.760000
203.175770,-0.048343,6.760000
203.179020,-0.048774,6.760000
203.182271,-0.049201,6.760000
203.185523,-0.049625,6.760000
203.188777,-0.050046,6.760000
203.192031,-0.050465,6.760000
203.195286,-0.050880,6.760000
203.198541,-0.051291,6.760000
203.201798,-0.051700,6.760000
203.205055,-0.052106,6.760000
203.208313,-0.052508,6.760000
203.211571,-0.052907,6.760000
203.214829,-0.053302,6.760000
203.218088,-0.053695,6.760000
203.221348,-0.054083,6.760000
203.224607,-0.054468,6.760000
203.227867,-0.054850,6.760000
203.231127,-0.055228,6.760000
203.234387,-0.055602,6.760000
203.237647,-0.055973,6.760000
203.240907,-0.056339,6.760000
203.244166,-0.056702,6.760000
203.247426,-0.057061,6.760000
203.250685,-0.057416,6.760000
203.253944,-0.057767,6.760000
203.257203,-0.058114,6.760000
203.260461,-0.058457,6.760000
203.263718,-0.058796,6.760000
203.266975,-0.059130,6.760000
203.270232,-0.059461,6.760000
203.273488,-0.059787,6.760000
203.276743,-0.060109,6.760000
203.279998,-0.060427,6.760000
203.283253,-0.060741,6.760000
203.286507,-0.061051,6.760000
203.289762,-0.061357,6.760000
203.293015,-0.061658,6.760000
203.296269,-0.061956,6.760000
203.299523,-0.062250,6.760000
203.302777,-0.062540,6.760000
203.306031,-0.062826,6.760000
203.309284,-0.063109,6.760000
203.312538,-0.063387,6.760000
203.315793,-0.063662,6.760000
203.319047,-0.063933,6.760000
203.322302,-0.064200,6.760000
203.325557,-0.064463,6.760000
203.328812,-0.064723,6.760000
203.332068,-0.064979,6.760000
203.335325,-0.065232,6.760000
203.338582,-0.065481,6.760000
203.341839,-0.065726,6.760000
203.345098,-0.065968,6.760000
203.348357,-0.066206,6.760000
203.351617,-0.066441,6.760000
203.354878,-0.066672,6.760000
203.358139,-0.066900,6.760000
203.361402,-0.067125,6.760000
203.364665,-0.067346,6.760000
203.367930,-0.067564,6.760000
203.371195,-0.067778,6.760000
203.374461,-0.067989,6.760000
203.377728,-0.068196,6.760000
203.380995,-0.068400,6.760000
203.384264,-0.068600,6.760000
203.387532,-0.068797,6.760000
203.390802,-0.068990,6.760000
203.394072,-0.069179,6.760000
203.397343,-0.069365,6.760000
203.400614,-0.069547,6.760000
203.403886,-0.069725,6.760000
203.407159,-0.069900,6.760000
203.410431,-0.070071,6.760000
203.413705,-0.070238,6.760000
203.416978,-0.070401,6.760000
203.420252,-0.070560,6.760000
203.423526,-0.070716,6.760000
203.426801,-0.070867,6.760000
203.430075,-0.071015,6.760000
203.433350,-0.071159,6.760000
203.436625,-0.071299,6.760000
203.439900,-0.071434,6.760000
203.443176,-0.071566,6.760000
203.446451,-0.071694,6.760000
203.449727,-0.071818,6.760000
203.453002,-0.071937,6.760000
203.456277,-0.072053,6.760000
203.459553,-0.072164,6.760000
203.462828,-0.072272,6.760000
203.466104,-0.072375,6.760000
203.469379,-0.072474,6.760000
203.472655,-0.072570,6.760000
203.475932,-0.072661,6.760000
203.479208,-0.072748,6.760000
203.482485,-0.072832,6.760000
203.485762,-0.072911,6.760000
203.489039,-0.072987,6.760000
203.492317,-0.073059,6.760000
203.495596,-0.073127,6.760000
203.498875,-0.073191,6.760000
203.502154,-0.073251,6.760000
203.505434,-0.073307,6.760000
203.508715,-0.073360,6.760000
203.511996,-0.073409,6.760000
203.515278,-0.073454,6.760000
203.518561,-0.073496,6.760000
203.521845,-0.073533,6.760000
203.525129,-0.073567,6.760000
203.528415,-0.073598,6.760000
203.531701,-0.073625,6.760000
203.534988,-0.073648,6.760000
203.538277,-0.073668,6.760000
203.541566,-0.073684,6.760000
203.544857,-0.073696,6.760000
203.548148,-0.073705,6.760000
203.551441,-0.073710,6.760000
203.554734,-0.073712,6.760000
203.558029,-0.073711,6.760000
203.561325,-0.073705,6.760000
203.564621,-0.073697,6.760000
