# x,rtheta,r
252.220000,-1.526660,12.290000
252.218200,-1.532026,12.290000
252.216860,-1.537476,12.290000
252.216073,-1.542980,12.290000
252.215433,-1.548522,12.290000
252.215060,-1.554091,12.290000
252.215104,-1.559671,12.290000
252.215482,-1.565243,12.290000
252.216135,-1.570788,12.290000
252.217027,-1.576290,12.290000
252.218164,-1.581744,12.290000
252.219564,-1.587145,12.290000
252.221230,-1.592481,12.290000
252.223139,-1.597743,12.290000
252.225172,-1.602940,12.290000
252.227250,-1.608075,12.290000
252.229470,-1.613133,12.290000
252.231933,-1.618104,12.290000
252.234648,-1.623015,12.290000
252.237578,-1.627880,12.290000
252.240601,-1.632679,12.290000
252.243625,-1.637398,12.290000
252.246637,-1.642056,12.290000
252.249674,-1.646668,12.290000
252.252848,-1.651236,12.290000
252.256210,-1.655757,12.290000
252.259657,-1.660222,12.290000
252.263101,-1.664627,12.290000
252.266531,-1.668990,12.290000
252.269968,-1.673324,12.290000
252.273482,-1.677618,12.290000
252.277119,-1.681868,12.290000
252.280832,-1.686082,12.290000
252.284569,-1.690268,12.290000
252.288326,-1.694427,12.290000
252.292105,-1.698557,12.290000
252.295910,-1.702654,12.290000
252.299744,-1.706717,12.290000
252.303610,-1.710744,12.290000
252.307512,-1.714732,12.290000
252.311454,-1.718679,12.290000
252.315439,-1.722582,12.290000
252.319470,-1.726440,12.290000
252.323546,-1.730252,12.290000
252.327665,-1.734022,12.290000
252.331819,-1.737753,12.290000
252.336005,-1.741449,12.290000
252.340219,-1.745112,12.290000
252.344454,-1.748746,12.290000
252.348707,-1.752355,12.290000
252.352971,-1.755941,12.290000
252.357244,-1.759508,12.290000
252.361526,-1.763053,12.290000
252.365823,-1.766572,12.290000
252.370138,-1.770059,12.290000
252.374479,-1.773509,12.290000
252.378851,-1.776915,12.290000
252.383258,-1.780273,12.290000
252.387707,-1.783576,12.290000
252.392202,-1.786820,12.290000
252.396746,-1.790003,12.290000
252.401334,-1.793131,12.290000
252.405960,-1.796214,12.290000
252.410620,-1.799259,12.290000
252.415307,-1.802274,12.290000
252.420015,-1.805268,12.290000
252.424740,-1.808248,12.290000
252.429475,-1.811224,12.290000
252.434218,-1.814195,12.290000
252.438973,-1.817152,12.290000
252.443745,-1.820082,12.290000
252.448538,-1.822974,12.290000
252.453356,-1.825814,12.290000
252.458205,-1.828592,12.290000
252.463088,-1.831295,12.290000
252.468009,-1.833914,12.290000
252.472967,-1.836454,12.290000
252.477960,-1.838921,12.290000
252.482984,-1.841322,12.290000
252.488039,-1.843664,12.290000
252.493123,-1.845954,12.290000
252.498232,-1.848198,12.290000
252.503364,-1.850403,12.290000
252.508516,-1.852568,12.290000
252.513682,-1.854697,12.290000
