# x,rtheta,r
250.044000,0.059592,13.571000
250.041659,0.062065,13.571000
250.039504,0.064729,13.571000
250.037507,0.067553,13.571000
250.035642,0.070503,13.571000
250.033884,0.073546,13.571000
250.032217,0.076656,13.571000
250.030660,0.079829,13.571000
250.029237,0.083062,13.571000
250.027974,0.086356,13.571000
250.026894,0.089708,13.571000
250.026003,0.093110,13.571000
250.025293,0.096552,13.571000
250.024757,0.100021,13.571000
250.024386,0.103504,13.571000
250.024161,0.106995,13.571000
250.024047,0.110490,13.571000
250.024005,0.113987,13.571000
250.024000,0.117487,13.571000
250.024000,0.120985,13.571000
250.024012,0.124478,13.571000
250.024561,0.127964,13.571000
250.024997,0.131440,13.571000
250.025121,0.134901,13.571000
250.026044,0.138351,13.571000
250.026909,0.141785,13.571000
250.027362,0.145202,13.571000
250.028422,0.148599,13.571000
250.029525,0.151976,13.571000
250.030577,0.155329,13.571000
250.031614,0.158665,13.571000
250.032691,0.161987,13.571000
250.033809,0.165296,13.571000
250.034967,0.168592,13.571000
250.036166,0.171875,13.571000
250.037403,0.175143,13.571000
250.038680,0.178396,13.571000
250.039996,0.181635,13.571000
250.041349,0.184860,13.571000
250.042740,0.188068,13.571000
250.044169,0.191262,13.571000
250.045634,0.194439,13.571000
250.047136,0.197600,13.571000
250.048673,0.200745,13.571000
250.050247,0.203873,13.571000
250.051855,0.206984,13.571000
250.053498,0.210077,13.571000
250.055175,0.213153,13.571000
250.056886,0.216210,13.571000
250.058630,0.219250,13.571000
250.060408,0.222270,13.571000
250.062217,0.225272,13.571000
250.064059,0.228254,13.571000
250.065933,0.231217,13.571000
250.067838,0.234160,13.571000
250.069776,0.237082,13.571000
250.071745,0.239983,13.571000
250.073747,0.242862,13.571000
250.075780,0.245720,13.571000
250.077846,0.248555,13.571000
250.079943,0.251367,13.571000
250.082072,0.254155,13.571000
250.084234,0.256920,13.571000
250.086427,0.259661,13.571000
250.088652,0.262376,13.571000
250.090909,0.265067,13.571000
250.093199,0.267732,13.571000
250.095520,0.270370,13.571000
250.097873,0.272982,13.571000
250.100258,0.275568,13.571000
250.102672,0.278126,13.571000
250.105117,0.280657,13.571000
250.107590,0.283161,13.571000
250.110091,0.285638,13.571000
250.112619,0.288086,13.571000
250.115174,0.290507,13.571000
250.117755,0.292900,13.571000
250.120361,0.295265,13.571000
250.122990,0.297601,13.571000
250.125644,0.299909,13.571000
250.128319,0.302188,13.571000
250.131017,0.304439,13.571000
250.133733,0.306663,13.571000
250.136467,0.308862,13.571000
250.139215,0.311039,13.571000
250.141976,0.313194,13.571000
250.144747,0.315329,13.571000
250.147526,0.317447,13.571000
250.150310,0.319549,13.571000
250.153098,0.321637,13.571000
250.155888,0.323713,13.571000
250.158676,0.325778,13.571000
250.161461,0.327834,13.571000
250.164248,0.329878,13.571000
250.167046,0.331899,13.571000
250.169865,0.333889,13.571000
250.172715,0.335838,13.571000
250.175606,0.337739,13.571000
250.178548,0.339581,13.571000
250.181551,0.341355,13.571000
250.184618,0.343058,13.571000
250.187739,0.344700,13.571000
250.190900,0.346293,13.571000
250.194088,0.347850,13.571000
250.197289,0.349382,13.571000
250.200489,0.350902,13.571000
250.203676,0.352423,13.571000
250.206843,0.353950,13.571000
250.209996,0.355476,13.571000
250.213144,0.356993,13.571000
250.216296,0.358493,13.571000
250.219459,0.359967,13.571000
250.222643,0.361408,13.571000
250.225856,0.362806,13.571000
250.229099,0.364159,13.571000
250.232367,0.365468,13.571000
250.235652,0.366734,13.571000
250.238949,0.367960,13.571000
250.242249,0.369147,13.571000
250.245547,0.370298,13.571000
250.248838,0.371414,13.571000
250.252124,0.372492,13.571000
250.255412,0.373531,13.571000
250.258710,0.374527,13.571000
250.262024,0.375478,13.571000
250.265362,0.376380,13.571000
250.268730,0.377231,13.571000
250.272130,0.378031,13.571000
250.275559,0.378787,13.571000
250.279012,0.379504,13.571000
250.282485,0.380190,13.571000
250.285973,0.380851,13.571000
250.289472,0.381492,13.571000
250.292977,0.382117,13.571000
250.296485,0.382724,13.571000
250.299990,0.383306,13.571000
250.303488,0.383858,13.571000
250.306973,0.384376,13.571000
250.310443,0.384854,13.571000
250.313892,0.385287,13.571000
250.317326,0.385676,13.571000
250.320754,0.386022,13.571000
250.324183,0.386325,13.571000
250.327621,0.386587,13.571000
