# x,r,theta
247.809256,14.717598,0.000000
247.820453,14.716478,0.000000
247.831646,14.715335,0.000000
247.842838,14.714170,0.000000
247.854026,14.712982,0.000000
247.865212,14.711771,0.000000
247.876395,14.710537,0.000000
247.887576,14.709281,0.000000
247.898755,14.708002,0.000000
247.909932,14.706701,0.000000
247.921107,14.705378,0.000000
247.932279,14.704032,0.000000
247.943448,14.702663,0.000000
247.954615,14.701272,0.000000
247.965778,14.699857,0.000000
247.976938,14.698420,0.000000
247.988095,14.696960,0.000000
247.999248,14.695477,0.000000
248.010399,14.693972,0.000000
248.021545,14.692445,0.000000
248.032689,14.690895,0.000000
248.043830,14.689323,0.000000
248.054968,14.687728,0.000000
248.066103,14.686110,0.000000
248.077235,14.684470,0.000000
248.088363,14.682807,0.000000
248.099489,14.681121,0.000000
248.110611,14.679412,0.000000
248.121730,14.677681,0.000000
248.132844,14.675927,0.000000
248.143955,14.674150,0.000000
248.155061,14.672350,0.000000
248.166164,14.670528,0.000000
248.177264,14.668683,0.000000
248.188360,14.666815,0.000000
248.199452,14.664924,0.000000
248.210540,14.663011,0.000000
248.221624,14.661075,0.000000
248.232705,14.659117,0.000000
248.243781,14.657137,0.000000
248.254853,14.655134,0.000000
248.265921,14.653106,0.000000
248.276984,14.651054,0.000000
248.288042,14.648975,0.000000
248.299096,14.646869,0.000000
248.310143,14.644732,0.000000
248.321185,14.642561,0.000000
248.332218,14.640354,0.000000
248.343244,14.638107,0.000000
248.354261,14.635817,0.000000
248.365269,14.633481,0.000000
248.376266,14.631099,0.000000
248.387253,14.628666,0.000000
248.398228,14.626183,0.000000
248.409191,14.623645,0.000000
248.420140,14.621051,0.000000
248.431075,14.618396,0.000000
248.441995,14.615678,0.000000
248.452897,14.612893,0.000000
248.463782,14.610039,0.000000
248.474648,14.607115,0.000000
248.485495,14.604122,0.000000
248.496322,14.601059,0.000000
248.507130,14.597925,0.000000
248.517917,14.594723,0.000000
248.528686,14.591458,0.000000
248.539437,14.588137,0.000000
248.550173,14.584765,0.000000
248.560895,14.581350,0.000000
248.571604,14.577898,0.000000
248.582303,14.574413,0.000000
248.592993,14.570903,0.000000
248.603676,14.567372,0.000000
248.614354,14.563825,0.000000
248.625030,14.560268,0.000000
248.635704,14.556707,0.000000
248.646379,14.553147,0.000000
248.657055,14.549593,0.000000
248.667736,14.546050,0.000000
248.678421,14.542524,0.000000
248.689115,14.539022,0.000000
248.699818,14.535549,0.000000
248.710532,14.532113,0.000000
248.721260,14.528718,0.000000
248.732003,14.525370,0.000000
248.742761,14.522071,0.000000
248.753535,14.518824,0.000000
248.764324,14.515629,0.000000
248.775129,14.512489,0.000000
248.785950,14.509404,0.000000
248.796786,14.506373,0.000000
248.807637,14.503395,0.000000
248.818501,14.500468,0.000000
248.829378,14.497590,0.000000
248.840268,14.494761,0.000000
248.851170,14.491980,0.000000
248.862084,14.489246,0.000000
248.873010,14.486558,0.000000
248.883947,14.483917,0.000000
248.894895,14.481322,0.000000
248.905854,14.478771,0.000000
248.916823,14.476264,0.000000
248.927803,14.473800,0.000000
248.938791,14.471377,0.000000
248.949789,14.468995,0.000000
248.960796,14.466654,0.000000
248.971811,14.464352,0.000000
248.982834,14.462088,0.000000
248.993865,14.459864,0.000000
249.004902,14.457677,0.000000
249.015947,14.455529,0.000000
249.026999,14.453418,0.000000
249.038059,14.451345,0.000000
249.049125,14.449310,0.000000
249.060199,14.447313,0.000000
249.071280,14.445354,0.000000
249.082368,14.443434,0.000000
249.093462,14.441552,0.000000
249.104562,14.439709,0.000000
249.115669,14.437906,0.000000
249.126781,14.436142,0.000000
249.137900,14.434418,0.000000
249.149025,14.432734,0.000000
249.160155,14.431091,0.000000
249.171292,14.429487,0.000000
249.182435,14.427925,0.000000
249.193583,14.426403,0.000000
249.204737,14.424921,0.000000
249.215897,14.423481,0.000000
249.227062,14.422081,0.000000
249.238233,14.420723,0.000000
249.249409,14.419406,0.000000
249.260589,14.418131,0.000000
249.271774,14.416898,0.000000
249.282963,14.415708,0.000000
249.294157,14.414560,0.000000
249.305355,14.413455,0.000000
249.316556,14.412394,0.000000
249.327762,14.411376,0.000000
249.338972,14.410402,0.000000
249.350186,14.409472,0.000000
249.361404,14.408586,0.000000
249.372624,14.407744,0.000000
249.383849,14.406947,0.000000
249.395076,14.406194,0.000000
249.406307,14.405486,0.000000
249.417540,14.404825,0.000000
249.428775,14.404211,0.000000
249.440013,14.403644,0.000000
249.451253,14.403126,0.000000
249.462495,14.402654,0.000000
249.473738,14.402226,0.000000
249.484983,14.401842,0.000000
249.496230,14.401499,0.000000
249.507479,14.401196,0.000000
249.518728,14.400935,0.000000
249.529979,14.400718,0.000000
249.541230,14.400546,0.000000
249.552481,14.400421,0.000000
249.563732,14.400342,0.000000
249.574984,14.400301,0.000000
249.586235,14.400291,0.000000
249.597487,14.400304,0.000000
249.608739,14.400331,0.000000
249.619992,14.400369,0.000000
249.631244,14.400422,0.000000
249.642496,14.400495,0.000000
249.653748,14.400595,0.000000
249.665000,14.400726,0.000000
249.676250,14.400893,0.000000
249.687500,14.401097,0.000000
249.698749,14.401339,0.000000
249.709997,14.401621,0.000000
249.721245,14.401944,0.000000
249.732491,14.402306,0.000000
249.743737,14.402702,0.000000
249.754982,14.403123,0.000000
249.766226,14.403562,0.000000
249.777469,14.404013,0.000000
249.788712,14.404469,0.000000
249.799954,14.404929,0.000000
249.811196,14.405392,0.000000
249.822438,14.405857,0.000000
249.833680,14.406321,0.000000
249.844923,14.406783,0.000000
249.856166,14.407237,0.000000
249.867410,14.407675,0.000000
249.878654,14.408093,0.000000
249.889899,14.408484,0.000000
249.901145,14.408844,0.000000
249.912392,14.409171,0.000000
249.923640,14.409465,0.000000
249.934889,14.409725,0.000000
249.946138,14.409950,0.000000
249.957388,14.410141,0.000000
249.968639,14.410308,0.000000
249.979890,14.410458,0.000000
249.991141,14.410599,0.000000
250.002393,14.410739,0.000000
250.013644,14.410884,0.000000
250.024896,14.411032,0.000000
250.036147,14.411180,0.000000
250.047399,14.411328,0.000000
250.058650,14.411473,0.000000
250.069902,14.411614,0.000000
250.081153,14.411753,0.000000
250.092404,14.411892,0.000000
250.103656,14.412032,0.000000
250.114907,14.412177,0.000000
250.126159,14.412326,0.000000
250.137410,14.412479,0.000000
250.148661,14.412635,0.000000
250.159913,14.412793,0.000000
250.171164,14.412952,0.000000
250.182416,14.413111,0.000000
250.193667,14.413271,0.000000
250.204918,14.413431,0.000000
250.216169,14.413591,0.000000
250.227419,14.413752,0.000000
250.238669,14.413912,0.000000
250.249919,14.414072,0.000000
250.261169,14.414231,0.000000
250.272419,14.414389,0.000000
250.283669,14.414546,0.000000
250.294920,14.414700,0.000000
250.306171,14.414852,0.000000
250.317422,14.415002,0.000000
250.328674,14.415149,0.000000
250.339925,14.415293,0.000000
250.351177,14.415435,0.000000
250.362429,14.415573,0.000000
250.373680,14.415707,0.000000
250.384932,14.415838,0.000000
250.396184,14.415963,0.000000
250.407435,14.416084,0.000000
250.418687,14.416200,0.000000
250.429938,14.416310,0.000000
250.441190,14.416415,0.000000
250.452441,14.416514,0.000000
250.463693,14.416607,0.000000
250.474944,14.416693,0.000000
250.486196,14.416774,0.000000
250.497448,14.416847,0.000000
250.508700,14.416913,0.000000
250.519953,14.416971,0.000000
250.531205,14.417022,0.000000
250.542458,14.417064,0.000000
250.553711,14.417098,0.000000
250.564963,14.417122,0.000000
250.576215,14.417138,0.000000
250.587467,14.417145,0.000000
250.598718,14.417142,0.000000
250.609969,14.417128,0.000000
250.621221,14.417105,0.000000
250.632472,14.417071,0.000000
250.643723,14.417026,0.000000
250.654974,14.416971,0.000000
250.666226,14.416904,0.000000
250.677478,14.416826,0.000000
250.688730,14.416736,0.000000
250.699982,14.416634,0.000000
250.711234,14.416520,0.000000
250.722486,14.416393,0.000000
250.733737,14.416253,0.000000
250.744988,14.416099,0.000000
250.756239,14.415931,0.000000
250.767490,14.415750,0.000000
250.778740,14.415554,0.000000
250.789990,14.415344,0.000000
250.801241,14.415120,0.000000
250.812491,14.414880,0.000000
250.823740,14.414625,0.000000
250.834989,14.414355,0.000000
250.846238,14.414068,0.000000
250.857486,14.413766,0.000000
250.868733,14.413447,0.000000
250.879979,14.413111,0.000000
250.891226,14.412760,0.000000
250.902471,14.412391,0.000000
250.913716,14.412006,0.000000
250.924961,14.411603,0.000000
250.936205,14.411180,0.000000
250.947448,14.410736,0.000000
250.958690,14.410271,0.000000
250.969931,14.409787,0.000000
250.981172,14.409294,0.000000
250.992413,14.408802,0.000000
251.003654,14.408321,0.000000
251.014897,14.407861,0.000000
251.026141,14.407433,0.000000
251.037388,14.407049,0.000000
251.048636,14.406719,0.000000
251.059886,14.406456,0.000000
251.071138,14.406271,0.000000
251.082391,14.406177,0.000000
251.093645,14.406188,0.000000
251.104897,14.406317,0.000000
251.116148,14.406579,0.000000
251.127394,14.406987,0.000000
251.138635,14.407552,0.000000
251.149867,14.408279,0.000000
251.161086,14.409173,0.000000
251.172288,14.410238,0.000000
251.183471,14.411480,0.000000
251.194634,14.412880,0.000000
251.205785,14.414389,0.000000
251.216928,14.415956,0.000000
251.228071,14.417529,0.000000
251.239219,14.419057,0.000000
251.250378,14.420512,0.000000
251.261545,14.421895,0.000000
251.272720,14.423210,0.000000
251.283903,14.424461,0.000000
251.295092,14.425651,0.000000
251.306287,14.426787,0.000000
251.317486,14.427874,0.000000
251.328690,14.428921,0.000000
251.339896,14.429933,0.000000
251.351105,14.430919,0.000000
251.362316,14.431886,0.000000
251.373527,14.432840,0.000000
251.384739,14.433787,0.000000
251.395951,14.434736,0.000000
251.407162,14.435692,0.000000
251.418372,14.436662,0.000000
251.429581,14.437654,0.000000
251.440787,14.438673,0.000000
251.451990,14.439726,0.000000
251.463188,14.440820,0.000000
251.474383,14.441961,0.000000
251.485572,14.443151,0.000000
251.496755,14.444393,0.000000
251.507932,14.445691,0.000000
251.519102,14.447046,0.000000
251.530265,14.448461,0.000000
251.541421,14.449933,0.000000
251.552569,14.451461,0.000000
251.563710,14.453042,0.000000
251.574844,14.454675,0.000000
251.585970,14.456356,0.000000
251.597088,14.458085,0.000000
251.608200,14.459858,0.000000
251.619306,14.461672,0.000000
251.630405,14.463525,0.000000
251.641498,14.465415,0.000000
251.652585,14.467340,0.000000
251.663666,14.469298,0.000000
251.674741,14.471289,0.000000
251.685810,14.473310,0.000000
251.696873,14.475360,0.000000
251.707931,14.477438,0.000000
251.718984,14.479541,0.000000
251.730032,14.481669,0.000000
251.741077,14.483819,0.000000
251.752118,14.485992,0.000000
251.763154,14.488187,0.000000
251.774187,14.490404,0.000000
251.785215,14.492644,0.000000
251.796238,14.494905,0.000000
251.807256,14.497189,0.000000
251.818269,14.499498,0.000000
251.829277,14.501831,0.000000
251.840278,14.504191,0.000000
251.851273,14.506578,0.000000
251.862262,14.508994,0.000000
251.873245,14.511439,0.000000
251.884221,14.513914,0.000000
251.895190,14.516418,0.000000
251.906153,14.518952,0.000000
251.917110,14.521517,0.000000
251.928059,14.524114,0.000000
251.939000,14.526744,0.000000
251.949933,14.529408,0.000000
251.960857,14.532107,0.000000
251.971772,14.534842,0.000000
251.982678,14.537612,0.000000
251.993575,14.540418,0.000000
252.004462,14.543258,0.000000
252.015340,14.546134,0.000000
252.026210,14.549043,0.000000
252.037070,14.551986,0.000000
252.047921,14.554960,0.000000
252.058765,14.557964,0.000000
252.069600,14.560997,0.000000
252.080427,14.564059,0.000000
252.091246,14.567146,0.000000
252.102059,14.570259,0.000000
252.112864,14.573396,0.000000
252.123664,14.576555,0.000000
252.134456,14.579736,0.000000
252.145243,14.582937,0.000000
252.156025,14.586157,0.000000
252.166802,14.589394,0.000000
252.177574,14.592648,0.000000
252.188341,14.595916,0.000000
252.199105,14.599199,0.000000
252.209864,14.602494,0.000000
252.220620,14.605802,0.000000
252.231372,14.609120,0.000000
252.242121,14.612447,0.000000
252.252867,14.615783,0.000000
252.263610,14.619125,0.000000
252.274353,14.622473,0.000000
252.285094,14.625825,0.000000
252.295834,14.629179,0.000000
252.306574,14.632534,0.000000
252.317314,14.635891,0.000000
252.328054,14.639247,0.000000
252.338795,14.642602,0.000000
252.349537,14.645955,0.000000
252.360279,14.649307,0.000000
252.371021,14.652659,0.000000
252.381762,14.656012,0.000000
252.392503,14.659366,0.000000
252.403243,14.662723,0.000000
252.413982,14.666082,0.000000
252.424720,14.669444,0.000000
252.435456,14.672811,0.000000
252.446191,14.676182,0.000000
252.456925,14.679558,0.000000
252.467657,14.682939,0.000000
252.478388,14.686324,0.000000
252.489117,14.689712,0.000000
252.499846,14.693103,0.000000
252.510575,14.696496,0.000000
252.521302,14.699891,0.000000
252.532030,14.703286,0.000000
252.542758,14.706679,0.000000
252.553486,14.710071,0.000000
252.564215,14.713459,0.000000
252.574945,14.716843,0.000000
252.585676,14.720222,0.000000
252.596410,14.723595,0.000000
252.607146,14.726960,0.000000
252.617885,14.730316,0.000000
252.628628,14.733662,0.000000
252.639375,14.736996,0.000000
252.650125,14.740317,0.000000
252.660881,14.743624,0.000000
252.671641,14.746915,0.000000
252.682406,14.750189,0.000000
252.693177,14.753445,0.000000
252.703954,14.756682,0.000000
252.714737,14.759899,0.000000
252.725527,14.763094,0.000000
252.736322,14.766269,0.000000
252.747125,14.769420,0.000000
252.757934,14.772549,0.000000
252.768750,14.775653,0.000000
252.779573,14.778734,0.000000
252.790402,14.781789,0.000000
252.801238,14.784821,0.000000
252.812081,14.787828,0.000000
252.822930,14.790810,0.000000
252.833785,14.793768,0.000000
252.844647,14.796702,0.000000
252.855515,14.799612,0.000000
252.866390,14.802499,0.000000
252.877271,14.805362,0.000000
252.888158,14.808202,0.000000
252.899052,14.811018,0.000000
252.909952,14.813810,0.000000
252.920858,14.816579,0.000000
252.931770,14.819324,0.000000
252.942689,14.822046,0.000000
252.953613,14.824743,0.000000
252.964543,14.827417,0.000000
252.975479,14.830066,0.000000
252.986422,14.832692,0.000000
252.997370,14.835294,0.000000
253.008324,14.837872,0.000000
253.019283,14.840426,0.000000
253.030247,14.842956,0.000000
253.041217,14.845463,0.000000
253.052191,14.847945,0.000000
253.063170,14.850404,0.000000
253.074154,14.852839,0.000000
253.085144,14.855251,0.000000
253.096139,14.857638,0.000000
253.107140,14.860002,0.000000
253.118146,14.862341,0.000000
253.129157,14.864657,0.000000
253.140174,14.866948,0.000000
253.151196,14.869215,0.000000
253.162223,14.871458,0.000000
253.173255,14.873678,0.000000
253.184292,14.875873,0.000000
253.195334,14.878044,0.000000
253.206380,14.880191,0.000000
253.217430,14.882314,0.000000
253.228485,14.884413,0.000000
253.239544,14.886489,0.000000
253.250607,14.888539,0.000000
253.261675,14.890566,0.000000
253.272748,14.892569,0.000000
253.283824,14.894547,0.000000
253.294905,14.896500,0.000000
253.305991,14.898430,0.000000
253.317081,14.900335,0.000000
253.328175,14.902215,0.000000
253.339273,14.904071,0.000000
253.350376,14.905902,0.000000
253.361482,14.907708,0.000000
253.372592,14.909489,0.000000
253.383706,14.911245,0.000000
253.394823,14.912977,0.000000
253.405945,14.914683,0.000000
253.417070,14.916364,0.000000
253.428199,14.918020,0.000000
253.439333,14.919651,0.000000
253.450470,14.921256,0.000000
253.461610,14.922836,0.000000
253.472754,14.924391,0.000000
253.483902,14.925920,0.000000
253.495052,14.927424,0.000000
253.506206,14.928903,0.000000
253.517364,14.930356,0.000000
253.528525,14.931785,0.000000
253.539689,14.933188,0.000000
253.550857,14.934567,0.000000
253.562028,14.935921,0.000000
253.573202,14.937250,0.000000
253.584379,14.938554,0.000000
253.595558,14.939834,0.000000
253.606739,14.941090,0.000000
253.617923,14.942323,0.000000
253.629110,14.943531,0.000000
253.640299,14.944717,0.000000
253.651490,14.945880,0.000000
253.662684,14.947020,0.000000
253.673880,14.948138,0.000000
253.685079,14.949233,0.000000
253.696280,14.950306,0.000000
253.707483,14.951356,0.000000
253.718689,14.952384,0.000000
253.729896,14.953390,0.000000
253.741106,14.954374,0.000000
253.752318,14.955338,0.000000
253.763531,14.956281,0.000000
253.774746,14.957206,0.000000
253.785962,14.958111,0.000000
253.797179,14.958999,0.000000
253.808398,14.959870,0.000000
253.819617,14.960726,0.000000
253.830837,14.961567,0.000000
253.842058,14.962395,0.000000
253.853280,14.963211,0.000000
253.864502,14.964015,0.000000
253.875726,14.964809,0.000000
253.886950,14.965594,0.000000
253.898175,14.966370,0.000000
253.909400,14.967139,0.000000
253.920626,14.967901,0.000000
253.931852,14.968658,0.000000
253.943079,14.969410,0.000000
253.954306,14.970158,0.000000
253.965534,14.970904,0.000000
253.976761,14.971648,0.000000
253.987988,14.972393,0.000000
253.999215,14.973138,0.000000
254.010443,14.973885,0.000000
254.021670,14.974635,0.000000
254.032897,14.975388,0.000000
254.044124,14.976145,0.000000
254.055351,14.976907,0.000000
254.066577,14.977675,0.000000
254.077803,14.978451,0.000000
254.089028,14.979236,0.000000
254.100252,14.980032,0.000000
254.111475,14.980837,0.000000
254.122697,14.981650,0.000000
254.133918,14.982472,0.000000
254.145140,14.983299,0.000000
254.156361,14.984132,0.000000
254.167582,14.984968,0.000000
254.178804,14.985807,0.000000
254.190025,14.986646,0.000000
254.201246,14.987485,0.000000
254.212467,14.988322,0.000000
254.223687,14.989156,0.000000
254.234908,14.989986,0.000000
254.246129,14.990809,0.000000
254.257351,14.991625,0.000000
254.268574,14.992432,0.000000
254.279798,14.993229,0.000000
254.291023,14.994014,0.000000
254.302249,14.994787,0.000000
254.313476,14.995546,0.000000
254.324703,14.996290,0.000000
254.335932,14.997017,0.000000
254.347161,14.997726,0.000000
254.358392,14.998415,0.000000
254.369624,14.999082,0.000000
254.380857,14.999726,0.000000
254.392092,15.000347,0.000000
254.403329,15.000944,0.000000
254.414567,15.001518,0.000000
254.425805,15.002068,0.000000
254.437045,15.002595,0.000000
254.448285,15.003099,0.000000
254.459526,15.003581,0.000000
254.470769,15.004041,0.000000
254.482012,15.004478,0.000000
254.493257,15.004894,0.000000
254.504502,15.005290,0.000000
254.515749,15.005664,0.000000
254.526996,15.006018,0.000000
254.538244,15.006352,0.000000
254.549492,15.006666,0.000000
254.560741,15.006960,0.000000
254.571990,15.007235,0.000000
254.583239,15.007492,0.000000
254.594488,15.007730,0.000000
254.605739,15.007951,0.000000
254.616989,15.008154,0.000000
254.628240,15.008340,0.000000
254.639491,15.008508,0.000000
254.650742,15.008660,0.000000
254.661994,15.008796,0.000000
254.673245,15.008916,0.000000
254.684497,15.009020,0.000000
254.695748,15.009108,0.000000
254.707000,15.009182,0.000000
254.718252,15.009241,0.000000
254.729503,15.009286,0.000000
254.740755,15.009318,0.000000
254.752007,15.009335,0.000000
254.763258,15.009340,0.000000
254.774510,15.009332,0.000000
254.785762,15.009312,0.000000
254.797013,15.009280,0.000000
254.808265,15.009235,0.000000
254.819516,15.009180,0.000000
254.830767,15.009112,0.000000
254.842019,15.009034,0.000000
254.853270,15.008945,0.000000
254.864521,15.008847,0.000000
254.875773,15.008738,0.000000
254.887024,15.008621,0.000000
254.898276,15.008495,0.000000
254.909527,15.008361,0.000000
254.920779,15.008218,0.000000
254.932030,15.008067,0.000000
254.943282,15.007908,0.000000
254.954534,15.007742,0.000000
254.965785,15.007568,0.000000
254.977037,15.007388,0.000000
254.988288,15.007202,0.000000
254.999538,15.007010,0.000000
255.010788,15.006813,0.000000
255.022038,15.006611,0.000000
255.033288,15.006403,0.000000
255.044538,15.006191,0.000000
255.055787,15.005975,0.000000
255.067037,15.005755,0.000000
255.078286,15.005531,0.000000
255.089535,15.005304,0.000000
255.100785,15.005074,0.000000
255.112034,15.004842,0.000000
255.123283,15.004608,0.000000
255.134533,15.004372,0.000000
255.145782,15.004134,0.000000
255.157032,15.003896,0.000000
255.168281,15.003657,0.000000
255.179530,15.003417,0.000000
255.190780,15.003178,0.000000
255.202029,15.002939,0.000000
255.213279,15.002700,0.000000
255.224528,15.002462,0.000000
255.235778,15.002226,0.000000
255.247028,15.001991,0.000000
255.258278,15.001758,0.000000
255.269527,15.001527,0.000000
255.280777,15.001299,0.000000
255.292027,15.001075,0.000000
255.303277,15.000853,0.000000
255.314526,15.000636,0.000000
255.325776,15.000422,0.000000
255.337026,15.000213,0.000000
255.348276,15.000008,0.000000
255.359526,14.999809,0.000000
255.370777,14.999615,0.000000
255.382027,14.999426,0.000000
255.393278,14.999244,0.000000
255.404529,14.999068,0.000000
255.415781,14.998899,0.000000
255.427032,14.998738,0.000000
255.438284,14.998583,0.000000
255.449535,14.998437,0.000000
255.460786,14.998299,0.000000
255.472038,14.998169,0.000000
255.483289,14.998048,0.000000
255.494540,14.997936,0.000000
255.505791,14.997835,0.000000
255.517042,14.997743,0.000000
255.528294,14.997661,0.000000
255.539545,14.997590,0.000000
255.550797,14.997530,0.000000
255.562050,14.997481,0.000000
255.573302,14.997444,0.000000
255.584555,14.997418,0.000000
255.595808,14.997405,0.000000
255.607061,14.997405,0.000000
255.618314,14.997418,0.000000
255.629566,14.997444,0.000000
255.640818,14.997484,0.000000
255.652070,14.997538,0.000000
255.663321,14.997606,0.000000
255.674573,14.997689,0.000000
255.685825,14.997787,0.000000
255.697076,14.997900,0.000000
255.708327,14.998030,0.000000
255.719578,14.998175,0.000000
255.730829,14.998336,0.000000
255.742079,14.998515,0.000000
255.753329,14.998711,0.000000
255.764578,14.998923,0.000000
255.775828,14.999154,0.000000
255.787077,14.999402,0.000000
255.798326,14.999669,0.000000
255.809575,14.999955,0.000000
255.820824,15.000261,0.000000
255.832071,15.000588,0.000000
255.843318,15.000936,0.000000
255.854564,15.001306,0.000000
255.865809,15.001701,0.000000
255.877053,15.002121,0.000000
255.888296,15.002567,0.000000
255.899538,15.003041,0.000000
255.910778,15.003544,0.000000
255.922017,15.004077,0.000000
255.933255,15.004642,0.000000
255.944491,15.005241,0.000000
255.955725,15.005875,0.000000
255.966958,15.006546,0.000000
255.978188,15.007255,0.000000
255.989415,15.008004,0.000000
256.000640,15.008794,0.000000
256.011861,15.009627,0.000000
256.023079,15.010503,0.000000
256.034293,15.011423,0.000000
256.045503,15.012386,0.000000
256.056710,15.013393,0.000000
256.067913,15.014444,0.000000
256.079113,15.015539,0.000000
256.090308,15.016677,0.000000
256.101498,15.017859,0.000000
256.112684,15.019085,0.000000
256.123864,15.020355,0.000000
256.135040,15.021668,0.000000
256.146209,15.023025,0.000000
256.157374,15.024426,0.000000
256.168533,15.025871,0.000000
256.179687,15.027359,0.000000
256.190835,15.028891,0.000000
256.201978,15.030466,0.000000
256.213114,15.032084,0.000000
256.224243,15.033746,0.000000
256.235365,15.035452,0.000000
256.246481,15.037201,0.000000
256.257589,15.038992,0.000000
256.268690,15.040825,0.000000
256.279784,15.042700,0.000000
256.290871,15.044615,0.000000
256.301951,15.046572,0.000000
256.313024,15.048568,0.000000
256.324090,15.050604,0.000000
256.335149,15.052679,0.000000
256.346200,15.054793,0.000000
256.357245,15.056945,0.000000
256.368282,15.059135,0.000000
256.379312,15.061362,0.000000
256.390334,15.063626,0.000000
256.401349,15.065927,0.000000
256.412357,15.068263,0.000000
256.423357,15.070635,0.000000
256.434349,15.073042,0.000000
256.445334,15.075484,0.000000
256.456310,15.077960,0.000000
256.467278,15.080470,0.000000
256.478238,15.083013,0.000000
256.489191,15.085589,0.000000
256.500136,15.088197,0.000000
256.511074,15.090838,0.000000
256.522005,15.093510,0.000000
256.532928,15.096214,0.000000
256.543843,15.098949,0.000000
256.554751,15.101715,0.000000
256.565651,15.104512,0.000000
256.576543,15.107340,0.000000
256.587426,15.110198,0.000000
256.598302,15.113087,0.000000
256.609169,15.116005,0.000000
256.620028,15.118953,0.000000
256.630878,15.121930,0.000000
256.641721,15.124936,0.000000
256.652556,15.127970,0.000000
256.663383,15.131031,0.000000
256.674203,15.134119,0.000000
256.685015,15.137234,0.000000
256.695820,15.140376,0.000000
256.706617,15.143544,0.000000
256.717407,15.146739,0.000000
256.728188,15.149961,0.000000
256.738961,15.153209,0.000000
256.749726,15.156484,0.000000
256.760484,15.159784,0.000000
256.771233,15.163110,0.000000
256.781974,15.166461,0.000000
256.792707,15.169836,0.000000
256.803433,15.173236,0.000000
256.814151,15.176660,0.000000
256.824862,15.180106,0.000000
256.835566,15.183576,0.000000
256.846262,15.187067,0.000000
256.856951,15.190582,0.000000
256.867633,15.194119,0.000000
256.878307,15.197680,0.000000
256.888974,15.201263,0.000000
256.899633,15.204870,0.000000
256.910284,15.208501,0.000000
256.920927,15.212154,0.000000
256.931562,15.215831,0.000000
256.942189,15.219531,0.000000
256.952807,15.223254,0.000000
256.963417,15.227001,0.000000
256.974019,15.230769,0.000000
256.984613,15.234561,0.000000
256.995198,15.238375,0.000000
257.005776,15.242212,0.000000
257.016345,15.246071,0.000000
257.026906,15.249953,0.000000
257.037458,15.253858,0.000000
257.048002,15.257786,0.000000
257.058538,15.261737,0.000000
257.069065,15.265711,0.000000
257.079584,15.269707,0.000000
257.090094,15.273726,0.000000
257.100596,15.277768,0.000000
257.111089,15.281832,0.000000
257.121573,15.285919,0.000000
257.132048,15.290029,0.000000
257.142514,15.294162,0.000000
257.152970,15.298319,0.000000
257.163417,15.302499,0.000000
257.173855,15.306701,0.000000
257.184283,15.310926,0.000000
257.194703,15.315174,0.000000
257.205113,15.319444,0.000000
257.215515,15.323736,0.000000
257.225907,15.328050,0.000000
257.236290,15.332387,0.000000
257.246663,15.336747,0.000000
257.257026,15.341129,0.000000
257.267379,15.345533,0.000000
257.277722,15.349959,0.000000
257.288057,15.354407,0.000000
257.298383,15.358876,0.000000
257.308700,15.363365,0.000000
257.319008,15.367876,0.000000
