# x,rtheta,r
250.032000,0.173577,14.410000
250.030703,0.176580,14.410000
250.029198,0.179715,14.410000
250.027730,0.182952,14.410000
250.026473,0.186266,14.410000
250.025477,0.189642,14.410000
250.024775,0.193066,14.410000
250.024337,0.196524,14.410000
250.024104,0.200006,14.410000
250.024015,0.203500,14.410000
250.024000,0.206996,14.410000
250.024002,0.210487,14.410000
250.024572,0.213965,14.410000
250.025139,0.217425,14.410000
250.025940,0.220861,14.410000
250.026578,0.224281,14.410000
250.027131,0.227682,14.410000
250.028232,0.231056,14.410000
250.029504,0.234401,14.410000
250.030090,0.237715,14.410000
250.031108,0.240997,14.410000
250.032436,0.244259,14.410000
250.033801,0.247506,14.410000
250.035206,0.250736,14.410000
250.036649,0.253949,14.410000
250.038130,0.257143,14.410000
250.039650,0.260319,14.410000
250.041209,0.263475,14.410000
250.042807,0.266610,14.410000
250.044444,0.269724,14.410000
250.046119,0.272815,14.410000
250.047834,0.275883,14.410000
250.049587,0.278928,14.410000
250.051380,0.281947,14.410000
250.053211,0.284941,14.410000
250.055082,0.287908,14.410000
250.056992,0.290848,14.410000
250.058942,0.293760,14.410000
250.060930,0.296644,14.410000
250.062958,0.299497,14.410000
250.065026,0.302320,14.410000
250.067132,0.305112,14.410000
250.069277,0.307873,14.410000
250.071460,0.310603,14.410000
250.073679,0.313302,14.410000
250.075935,0.315970,14.410000
250.078227,0.318607,14.410000
250.080554,0.321212,14.410000
250.082915,0.323787,14.410000
250.085310,0.326330,14.410000
250.087738,0.328842,14.410000
250.090199,0.331322,14.410000
250.092691,0.333771,14.410000
250.095214,0.336188,14.410000
250.097768,0.338574,14.410000
250.100352,0.340928,14.410000
250.102965,0.343249,14.410000
250.105606,0.345538,14.410000
250.108275,0.347793,14.410000
250.110971,0.350014,14.410000
250.113692,0.352201,14.410000
250.116439,0.354353,14.410000
250.119211,0.356471,14.410000
250.122007,0.358552,14.410000
250.124826,0.360598,14.410000
250.127667,0.362606,14.410000
250.130531,0.364578,14.410000
250.133417,0.366513,14.410000
250.136327,0.368411,14.410000
250.139262,0.370272,14.410000
250.142222,0.372095,14.410000
250.145208,0.373880,14.410000
250.148222,0.375629,14.410000
250.151264,0.377339,14.410000
250.154335,0.379012,14.410000
250.157436,0.380647,14.410000
250.160568,0.382244,14.410000
250.163731,0.383803,14.410000
250.166922,0.385324,14.410000
250.170139,0.386807,14.410000
250.173380,0.388251,14.410000
250.176642,0.389656,14.410000
250.179924,0.391022,14.410000
250.183222,0.392349,14.410000
250.186533,0.393636,14.410000
250.189855,0.394878,14.410000
250.193181,0.396074,14.410000
250.196510,0.397220,14.410000
250.199836,0.398313,14.410000
250.203156,0.399351,14.410000
250.206468,0.400330,14.410000
250.209777,0.401257,14.410000
250.213090,0.402135,14.410000
250.216414,0.402969,14.410000
250.219756,0.403765,14.410000
250.223124,0.404527,14.410000
250.226524,0.405261,14.410000
250.229955,0.405966,14.410000
250.233414,0.406637,14.410000
250.236896,0.407270,14.410000
250.240395,0.407860,14.410000
250.243906,0.408404,14.410000
250.247426,0.408896,14.410000
250.250949,0.409335,14.410000
250.254472,0.409723,14.410000
250.257988,0.410063,14.410000
250.261495,0.410357,14.410000
250.264987,0.410607,14.410000
250.268461,0.410816,14.410000
250.271915,0.410985,14.410000
250.275355,0.411114,14.410000
250.278790,0.411203,14.410000
250.282227,0.411251,14.410000
250.285673,0.411257,14.410000
250.289138,0.411221,14.410000
250.292625,0.411143,14.410000
250.296130,0.411023,14.410000
250.299642,0.410861,14.410000
250.303154,0.410659,14.410000
250.306656,0.410416,14.410000
250.310140,0.410134,14.410000
250.313599,0.409812,14.410000
250.317035,0.409452,14.410000
250.320456,0.409053,14.410000
250.323870,0.408616,14.410000
250.327285,0.408140,14.410000
250.330708,0.407627,14.410000
250.334146,0.407075,14.410000
250.337601,0.406486,14.410000
250.341067,0.405860,14.410000
