beta1+beta2,tmax/c
11.57585257,0.149676965
17.13543744,0.149275559
21.85140186,0.149234008
39.70469575,0.14907671
45.23460179,0.155724024
27.24107549,0.149186522
33.97816752,0.149127164
51.09839456,0.163073242
56.62681667,0.170072991
63.32681018,0.178824533
76.39439441,0.195273277
84.93966852,0.205770675
93.14957198,0.215918606
100.5217907,0.225016648
110.2386363,0.237265839
119.2832565,0.249168529
128.3768468,0.249440832
138.3155415,0.249000844
151.7912095,0.248529693
160.0485991,0.247399672
